,popularity
123942,0
123944,0
123946,0
123952,0
123954,0
123958,0
123960,0
123964,0
123966,0
123968,2
123972,0
123974,0
123976,0
123978,0
123982,0
123984,0
123986,0
123988,0
123990,0
123992,0
123994,0
123996,0
123998,0
124000,0
124002,0
124004,0
124006,0
124008,12
124010,0
124012,10
124014,10
124016,1
124018,0
124020,0
124022,0
124024,0
124026,0
124028,2
124030,0
124032,14
124034,0
124036,0
124038,0
124040,0
124042,0
124044,0
124046,0
124048,0
124050,0
124052,1
124054,16
124058,0
124062,0
124064,0
124066,0
124068,0
124070,0
124072,0
124074,0
124076,0
124078,0
124080,0
124082,0
124084,0
124086,0
124088,0
124090,0
124092,0
124094,0
124096,0
124098,0
124102,0
124104,0
124106,0
124108,0
124110,0
124112,3
124114,0
124116,0
124118,0
124120,0
124122,0
124124,0
124126,0
124128,0
124130,0
124132,0
124134,0
124136,0
124138,0
124140,0
124142,0
124146,0
124148,0
124150,0
124152,0
124154,0
124156,0
124158,0
124160,0
124162,0
124164,0
124166,0
124172,1
124174,0
124176,0
124178,0
124180,0
124182,0
124184,0
124186,0
124188,0
124190,0
124192,0
124194,0
124196,0
124198,0
124200,0
124202,0
124204,0
124206,0
124208,0
124210,0
124212,0
124214,0
124216,0
124218,0
124220,0
124222,0
124224,0
124226,0
124228,0
124230,9
124232,0
124234,0
124236,1
124238,0
124240,0
124242,0
124244,0
124246,0
124248,0
124252,0
124254,0
124256,0
124258,0
124260,0
124264,0
124266,0
124268,0
124270,0
124272,0
124274,0
124276,0
124278,8
124280,0
124282,1
124284,0
124286,0
124288,0
124290,0
124292,0
124294,0
124298,0
124300,0
124302,0
124304,0
124306,0
124308,0
124312,0
124316,0
124318,0
124324,0
124326,0
124328,0
124332,0
124340,0
124346,0
124348,0
124352,0
124356,0
124358,0
124363,0
124365,0
124379,0
124385,0
124387,0
124391,5
124393,10
124403,0
124405,0
124407,0
124409,0
124419,3
124421,3
124423,3
124427,16
124429,0
124431,0
124433,3
124435,0
124437,2
124443,0
124449,5
124453,0
124457,0
124459,0
124461,0
124463,0
124465,1
124467,6
124471,0
124473,1
124477,0
124479,8
124483,0
124485,0
124487,0
124491,0
124495,54
124496,0
124497,51
124498,0
124499,59
124500,7
124501,52
124502,0
124503,50
124504,39
124505,56
124506,0
124507,51
124508,0
124509,50
124510,7
124511,59
124512,0
124513,58
124514,0
124515,55
124516,8
124517,51
124518,0
124519,58
124520,3
124521,53
124522,6
124523,51
124524,9
124525,54
124526,12
124527,50
124528,0
124529,51
124530,0
124531,51
124532,0
124533,56
124534,0
124535,53
124536,0
124537,60
124538,0
124539,60
124540,0
124541,52
124542,0
124543,58
124544,0
124545,63
124546,6
124547,55
124548,0
124549,56
124550,13
124551,52
124552,0
124553,61
124554,0
124555,57
124556,0
124557,61
124558,0
124559,54
124560,1
124561,66
124562,0
124563,64
124564,0
124565,61
124566,0
124567,52
124568,0
124569,64
124570,0
124571,50
124572,1
124573,57
124574,9
124575,52
124576,0
124577,50
124578,0
124579,53
124580,2
124581,54
124582,0
124583,56
124584,0
124585,54
124586,0
124587,54
124588,0
124589,51
124590,0
124591,59
124592,0
124593,54
124594,0
124595,50
124596,0
124597,50
124598,0
124599,53
124600,0
124601,58
124602,0
124603,57
124604,0
124605,62
124606,0
124607,58
124608,0
124609,52
124610,0
124611,54
124612,0
124613,57
124614,0
124615,51
124616,0
124617,50
124618,0
124619,58
124620,0
124621,51
124622,0
124623,66
124624,1
124625,50
124626,0
124627,52
124628,0
124629,49
124630,0
124631,50
124632,0
124633,57
124634,0
124635,54
124636,0
124637,51
124638,0
124639,57
124640,0
124641,57
124642,0
124643,55
124644,0
124645,50
124646,0
124647,48
124648,0
124649,56
124650,0
124651,49
124652,0
124653,54
124654,0
124655,49
124656,0
124657,48
124658,0
124659,52
124660,0
124661,50
124662,0
124663,54
124664,0
124665,56
124666,0
124667,50
124668,0
124669,55
124670,0
124671,50
124672,0
124673,48
124674,0
124675,48
124676,1
124677,54
124678,0
124679,49
124680,0
124681,48
124682,0
124683,57
124684,0
124685,56
124686,0
124687,54
124688,0
124689,49
124690,0
124691,52
124692,3
124693,61
124694,5
124695,52
124696,0
124697,59
124698,0
124699,51
124700,0
124701,52
124702,0
124703,54
124704,0
124705,55
124706,0
124707,53
124708,0
124709,55
124710,0
124711,54
124712,0
124713,59
124714,0
124715,56
124716,0
124717,53
124718,0
124719,51
124720,0
124721,61
124722,0
124723,50
124724,2
124725,50
124726,0
124727,51
124728,0
124729,51
124730,1
124731,51
124732,0
124733,53
124734,0
124735,57
124736,0
124737,53
124738,0
124739,61
124740,0
124741,52
124742,0
124743,55
124744,0
124745,53
124746,0
124747,53
124748,0
124749,67
124750,0
124751,54
124752,0
124753,52
124754,0
124755,53
124756,0
124757,55
124758,0
124759,54
124760,0
124761,51
124762,0
124763,50
124764,0
124765,50
124766,0
124767,56
124768,0
124769,54
124770,1
124771,54
124772,0
124773,57
124774,0
124775,69
124776,2
124777,51
124778,0
124779,50
124780,0
124781,49
124782,0
124783,51
124784,0
124785,50
124786,0
124787,69
124788,0
124789,56
124790,0
124791,53
124792,0
124793,51
124794,0
124795,62
124796,5
124797,51
124798,0
124799,50
124800,0
124801,60
124802,0
124803,54
124804,0
124805,50
124806,0
124807,55
124808,0
124809,69
124810,0
124811,50
124812,0
124813,53
124814,0
124815,50
124816,0
124817,53
124818,2
124819,54
124820,10
124821,54
124822,0
124823,50
124824,0
124825,57
124826,0
124827,56
124828,1
124829,51
124830,0
124831,59
124832,0
124833,52
124834,0
124835,50
124836,0
124837,61
124838,0
124839,61
124840,0
124841,53
124842,0
124843,56
124844,0
124845,51
124846,0
124847,56
124848,2
124849,50
124850,0
124851,60
124852,0
124853,57
124854,0
124855,50
124856,1
124857,54
124858,2
124859,50
124860,0
124861,53
124862,0
124863,50
124864,0
124865,52
124866,0
124867,53
124868,0
124869,57
124870,0
124871,52
124872,0
124873,56
124874,0
124875,54
124876,0
124877,55
124878,13
124879,55
124880,0
124881,58
124882,0
124883,49
124884,0
124885,51
124886,0
124887,54
124888,0
124889,50
124890,0
124891,49
124892,0
124893,50
124894,8
124895,54
124896,4
124897,53
124898,0
124899,66
124900,0
124901,54
124902,0
124903,54
124904,1
124905,62
124906,1
124907,60
124908,0
124909,55
124910,0
124911,53
124912,0
124913,60
124914,0
124915,52
124916,3
124917,57
124918,0
124919,52
124920,0
124921,61
124922,0
124923,52
124924,0
124925,56
124926,9
124927,59
124928,0
124929,55
124930,0
124931,55
124932,0
124933,66
124934,0
124935,52
124936,2
124937,52
124938,1
124939,52
124940,0
124941,56
124942,0
124943,54
124944,1
124945,56
124946,0
124947,53
124948,1
124949,53
124950,1
124951,63
124952,2
124953,53
124954,0
124955,52
124956,1
124957,60
124958,0
124959,59
124960,0
124961,57
124962,12
124963,62
124964,0
124965,58
124966,1
124967,56
124968,1
124969,53
124970,1
124971,60
124972,0
124973,55
124974,0
124975,58
124976,1
124977,55
124978,0
124979,53
124980,0
124981,55
124982,1
124983,63
124984,0
124985,55
124986,1
124987,53
124988,1
124989,52
124990,1
124991,65
124992,0
124993,54
124994,3
124995,56
124996,0
124997,61
124998,1
124999,61
125000,1
125001,52
125002,0
125003,58
125004,0
125005,53
125006,0
125007,52
125008,3
125009,52
125010,0
125011,58
125012,0
125013,56
125014,0
125015,56
125016,0
125017,52
125018,11
125019,57
125020,0
125021,53
125022,0
125023,52
125024,0
125025,52
125026,0
125027,57
125028,14
125029,51
125030,0
125031,53
125032,0
125033,52
125034,0
125035,53
125036,1
125037,53
125038,0
125039,56
125040,0
125041,50
125042,0
125043,53
125044,0
125045,51
125046,0
125047,55
125048,0
125049,57
125050,0
125051,51
125052,0
125053,51
125054,0
125055,57
125056,0
125057,53
125058,0
125059,57
125060,1
125061,51
125062,3
125063,62
125064,0
125065,62
125066,0
125067,60
125068,0
125069,51
125070,0
125071,51
125072,0
125073,52
125074,0
125075,58
125076,0
125077,51
125078,0
125079,54
125080,0
125081,51
125082,7
125083,56
125084,0
125085,62
125086,0
125087,56
125088,0
125089,51
125090,0
125091,52
125092,0
125093,50
125094,0
125095,53
125096,0
125097,68
125098,0
125099,56
125100,0
125101,60
125102,0
125103,52
125104,11
125105,57
125106,24
125107,54
125108,0
125109,63
125110,0
125111,57
125112,0
125113,56
125114,13
125115,53
125116,0
125117,65
125118,0
125119,55
125120,13
125121,53
125122,0
125123,57
125124,0
125125,59
125126,23
125127,55
125128,12
125129,55
125130,11
125131,56
125132,0
125133,53
125134,9
125135,63
125136,0
125137,59
125138,10
125139,57
125140,0
125141,54
125142,1
125143,57
125144,0
125145,55
125146,0
125147,62
125148,0
125149,54
125150,0
125151,57
125152,0
125153,61
125154,4
125155,55
125156,0
125157,55
125158,0
125159,52
125160,0
125161,53
125162,0
125163,58
125164,2
125165,53
125166,0
125167,53
125168,2
125169,57
125170,1
125171,51
125172,0
125173,61
125174,0
125175,53
125176,0
125177,56
125178,1
125179,60
125180,1
125181,56
125182,0
125183,62
125184,0
125185,64
125186,0
125187,62
125188,0
125189,61
125190,1
125191,53
125192,0
125193,63
125194,0
125195,59
125196,0
125197,58
125198,0
125199,59
125200,0
125201,52
125202,0
125203,60
125204,0
125205,59
125206,23
125207,58
125208,0
125209,54
125210,0
125211,55
125212,0
125213,52
125214,0
125215,58
125216,0
125217,64
125218,0
125219,55
125220,0
125221,58
125222,0
125223,55
125224,0
125225,62
125226,0
125227,54
125228,0
125229,60
125230,0
125231,55
125232,0
125233,58
125234,0
125235,60
125236,0
125237,53
125238,0
125239,60
125240,0
125241,53
125242,0
125243,53
125244,0
125245,51
125246,0
125247,53
125248,0
125249,55
125250,0
125251,65
125252,0
125253,51
125254,0
125255,55
125256,0
125257,57
125258,0
125259,52
125260,0
125261,53
125262,0
125263,64
125264,0
125265,53
125266,0
125267,55
125268,0
125269,59
125270,0
125271,51
125272,0
125273,60
125274,0
125275,53
125276,0
125277,54
125278,0
125279,65
125280,0
125281,57
125282,0
125283,53
125284,0
125285,52
125286,0
125287,54
125288,0
125289,51
125290,0
125291,55
125292,0
125293,52
125294,0
125295,58
125296,0
125297,62
125298,0
125299,59
125300,0
125301,58
125302,0
125303,55
125304,0
125305,65
125306,10
125307,54
125308,0
125309,54
125310,0
125311,55
125312,0
125313,65
125314,0
125315,57
125316,0
125317,63
125318,19
125319,55
125320,5
125321,58
125322,4
125323,59
125324,0
125325,62
125326,0
125327,54
125328,0
125329,57
125330,0
125331,54
125332,0
125333,57
125334,0
125335,58
125336,0
125337,56
125338,0
125339,58
125340,0
125341,57
125342,0
125343,59
125344,0
125345,55
125346,0
125347,67
125348,0
125349,60
125350,0
125351,57
125352,0
125353,54
125354,0
125355,54
125356,0
125357,54
125358,6
125359,57
125360,7
125361,58
125362,5
125363,65
125364,0
125365,60
125366,0
125367,57
125368,0
125369,57
125370,0
125371,60
125372,0
125373,70
125374,0
125375,56
125376,0
125377,59
125378,0
125379,65
125380,0
125381,60
125382,0
125383,63
125384,0
125385,64
125386,0
125387,56
125388,2
125389,65
125390,1
125391,62
125392,0
125393,58
125394,0
125395,54
125396,0
125397,64
125399,55
125400,0
125401,60
125402,0
125403,56
125404,0
125405,58
125406,0
125407,57
125408,0
125409,54
125410,0
125411,56
125412,0
125413,60
125414,0
125415,58
125416,0
125417,55
125418,0
125419,56
125420,0
125421,53
125422,0
125423,57
125424,1
125425,56
125426,0
125427,54
125428,0
125429,58
125430,4
125431,52
125432,0
125433,54
125434,0
125435,56
125436,0
125437,69
125438,0
125439,59
125440,0
125441,53
125442,0
125443,61
125444,0
125445,54
125446,6
125447,54
125448,0
125449,56
125450,0
125451,58
125452,0
125453,57
125454,0
125455,60
125456,0
125457,53
125458,0
125459,54
125460,0
125461,60
125462,0
125463,55
125464,0
125465,55
125466,0
125467,61
125468,0
125469,53
125470,0
125471,60
125472,0
125473,61
125474,0
125475,60
125476,0
125477,59
125478,6
125479,54
125480,0
125481,54
125482,6
125483,60
125484,0
125485,64
125486,0
125487,55
125488,0
125489,55
125490,0
125491,63
125492,3
125493,54
125494,0
125495,62
125496,2
125497,58
125498,4
125499,64
125500,3
125501,59
125502,5
125503,60
125504,0
125505,58
125506,4
125507,60
125508,2
125509,60
125510,4
125511,57
125512,3
125513,59
125514,5
125515,60
125516,3
125517,64
125518,3
125519,61
125520,0
125521,58
125522,0
125523,58
125524,0
125525,58
125526,0
125527,63
125528,0
125529,61
125530,0
125531,57
125532,0
125533,67
125534,0
125535,66
125536,4
125537,59
125538,0
125539,68
125540,5
125541,59
125542,0
125543,61
125544,2
125545,58
125546,2
125547,58
125548,2
125549,59
125550,16
125551,60
125552,0
125553,60
125555,65
125556,2
125557,58
125559,63
125560,0
125561,64
125562,0
125563,57
125564,0
125565,60
125567,59
125568,0
125569,56
125570,1
125571,62
125573,58
125574,0
125575,63
125577,57
125578,0
125579,57
125580,0
125581,65
125582,3
125583,58
125584,4
125585,66
125586,0
125587,56
125588,5
125589,58
125590,3
125591,60
125592,3
125593,57
125595,61
125596,0
125597,61
125598,3
125599,57
125600,0
125601,59
125602,3
125603,57
125604,3
125605,60
125606,4
125607,63
125608,2
125609,70
125610,3
125611,58
125612,3
125613,58
125614,3
125615,55
125616,4
125617,60
125618,3
125619,58
125620,4
125621,63
125622,0
125623,58
125624,3
125625,60
125626,3
125627,60
125628,3
125629,57
125631,57
125632,2
125633,57
125634,4
125635,56
125636,4
125637,57
125638,4
125639,68
125640,4
125641,62
125642,4
125643,63
125644,5
125645,59
125647,64
125648,3
125649,59
125650,4
125651,67
125652,4
125653,66
125654,3
125655,57
125656,3
125657,59
125658,0
125659,59
125660,3
125661,65
125662,4
125663,61
125664,0
125665,60
125666,0
125667,64
125668,0
125669,60
125670,0
125671,57
125672,2
125673,66
125674,1
125675,55
125676,0
125677,55
125678,5
125679,63
125680,0
125681,57
125682,0
125683,55
125684,0
125685,71
125686,5
125687,58
125688,0
125689,58
125690,0
125691,60
125692,0
125693,56
125694,0
125695,69
125696,1
125697,68
125698,0
125699,58
125700,2
125701,61
125702,0
125703,62
125704,2
125705,59
125706,0
125707,58
125708,2
125709,62
125710,0
125711,65
125712,0
125713,58
125714,0
125715,64
125716,0
125717,72
125718,2
125719,60
125720,0
125721,66
125722,1
125723,60
125724,0
125725,58
125726,4
125727,66
125728,0
125729,64
125730,0
125731,60
125732,2
125733,71
125734,0
125735,61
125736,0
125737,57
125738,0
125739,61
125740,2
125741,59
125742,0
125743,72
125744,0
125745,59
125746,0
125747,61
125748,3
125749,60
125750,0
125751,62
125752,1
125753,61
125754,0
125755,67
125756,2
125757,61
125758,1
125759,68
125760,2
125761,67
125762,0
125763,65
125764,0
125765,60
125766,0
125767,72
125768,0
125769,58
125770,0
125771,63
125772,0
125773,64
125774,0
125775,65
125776,0
125777,65
125778,0
125779,61
125780,12
125781,65
125782,0
125783,68
125784,0
125785,60
125786,2
125787,60
125788,4
125789,58
125790,1
125791,59
125792,3
125793,65
125794,2
125795,66
125796,0
125797,60
125798,1
125799,63
125800,24
125801,57
125802,0
125803,58
125804,8
125805,66
125806,0
125807,63
125808,0
125809,66
125810,0
125811,68
125812,0
125813,68
125814,0
125815,59
125816,0
125817,60
125818,2
125819,61
125820,7
125821,61
125822,0
125823,58
125824,1
125825,64
125826,0
125827,66
125828,0
125829,61
125830,1
125831,63
125832,0
125833,57
125834,0
125835,67
125836,0
125837,62
125838,0
125839,60
125840,0
125841,61
125842,1
125843,61
125844,4
125845,57
125846,4
125847,64
125848,0
125849,64
125850,0
125851,58
125852,0
125853,62
125854,0
125855,58
125856,1
125857,69
125858,0
125859,59
125860,0
125861,60
125862,0
125863,60
125864,0
125865,65
125866,0
125867,67
125868,0
125869,61
125870,0
125871,59
125872,0
125873,61
125874,0
125875,57
125876,0
125877,60
125878,0
125879,59
125880,4
125881,58
125882,0
125883,66
125884,0
125885,61
125886,0
125887,61
125888,0
125889,66
125890,0
125891,61
125892,0
125893,59
125894,10
125895,66
125896,0
125897,69
125898,0
125899,63
125900,0
125901,62
125902,0
125903,62
125904,0
125905,64
125906,0
125907,64
125908,0
125909,64
125910,0
125911,70
125912,1
125913,64
125914,0
125915,63
125916,2
125917,63
125918,2
125919,66
125920,0
125921,71
125922,0
125923,66
125924,0
125925,65
125926,0
125927,65
125928,0
125929,64
125930,0
125931,65
125932,0
125933,68
125934,0
125935,72
125936,0
125937,66
125938,1
125939,69
125940,0
125941,68
125942,0
125943,67
125944,0
125945,70
125946,0
125947,65
125948,0
125949,62
125950,0
125951,66
125952,0
125953,69
125954,1
125955,64
125956,2
125957,60
125958,0
125959,60
125960,0
125961,65
125962,0
125963,68
125964,0
125965,68
125966,0
125967,60
125968,0
125969,64
125970,0
125971,65
125972,0
125973,66
125974,2
125975,69
125976,1
125977,59
125978,1
125979,64
125980,1
125981,60
125982,0
125983,60
125984,0
125985,67
125986,1
125987,63
125988,0
125989,65
125990,1
125991,65
125992,1
125993,61
125994,0
125995,65
125996,0
125997,65
125998,1
125999,62
126000,0
126001,61
126002,0
126003,71
126004,1
126005,65
126006,0
126007,64
126008,0
126009,62
126010,0
126011,65
126012,0
126013,65
126014,1
126015,61
126016,1
126017,61
126018,0
126019,61
126020,0
126021,63
126022,0
126023,60
126024,1
126025,63
126026,1
126027,67
126028,0
126029,65
126030,0
126031,62
126032,1
126033,64
126034,0
126035,64
126036,13
126037,63
126038,0
126039,63
126040,0
126041,74
126042,5
126043,64
126044,0
126045,68
126046,0
126047,61
126048,0
126049,64
126050,0
126051,72
126052,0
126053,69
126054,0
126055,64
126056,3
126057,61
126058,0
126059,63
126060,0
126061,65
126062,0
126063,68
126064,0
126065,72
126066,0
126067,69
126068,0
126069,64
126070,0
126071,66
126072,0
126073,64
126074,0
126075,62
126076,0
126077,64
126078,0
126079,65
126081,63
126082,0
126083,64
126084,0
126085,61
126086,0
126087,61
126088,0
126089,65
126090,3
126091,63
126092,0
126093,65
126094,0
126095,67
126096,1
126097,69
126099,66
126100,0
126101,72
126102,2
126103,62
126104,0
126105,67
126106,0
126107,68
126108,0
126109,73
126110,0
126111,71
126112,0
126113,68
126114,0
126115,63
126116,0
126117,67
126118,0
126119,66
126120,0
126121,65
126122,0
126123,67
126124,0
126125,70
126126,0
126127,71
126128,0
126129,67
126130,0
126131,66
126132,0
126133,63
126134,3
126135,68
126136,0
126137,67
126138,0
126139,68
126140,0
126141,69
126142,0
126143,64
126144,5
126145,74
126146,4
126147,70
126148,0
126149,69
126150,0
126151,66
126152,0
126153,69
126154,0
126155,70
126156,0
126157,66
126158,0
126159,76
126160,0
126161,69
126162,0
126163,68
126164,1
126165,67
126166,0
126167,73
126168,0
126169,75
126170,0
126171,69
126172,0
126173,75
126174,2
126175,63
126176,0
126177,66
126178,0
126179,71
126180,0
126181,66
126182,1
126183,76
126184,3
126185,68
126186,2
126187,64
126188,2
126189,65
126190,1
126191,64
126192,0
126193,74
126194,0
126195,66
126197,69
126199,64
126200,0
126201,68
126202,0
126203,63
126205,72
126207,69
126208,0
126209,65
126211,67
126212,2
126213,73
126214,4
126215,66
126216,0
126217,66
126218,2
126219,68
126220,8
126221,65
126222,6
126223,66
126224,0
126225,67
126226,3
126227,65
126228,2
126229,68
126230,2
126231,72
126232,4
126233,66
126234,0
126235,65
126236,2
126237,65
126238,4
126239,65
126240,0
126241,65
126242,3
126243,62
126244,3
126245,71
126246,2
126247,73
126248,0
126249,64
126250,2
126251,68
126252,1
126253,69
126254,2
126255,74
126256,0
126257,63
126258,0
126259,66
126260,1
126261,66
126262,2
126263,62
126264,0
126265,64
126266,1
126267,71
126268,0
126269,66
126270,0
126271,65
126272,0
126273,63
126274,0
126275,66
